payment_id,customer_id,amount,currency,payment_method,status,created_at,failed_at,retry_count,error_code,error_source,recoverable,ground_truth_root_cause,ground_truth_action
pay_3c39209d49ba405d,cust_d8b4a5646e3e44f3,2499,INR,wallet,failed,2026-08-06T02:32:06.788527,2026-08-06T02:32:51.788527,2,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_f942c4e18abd4c11,cust_5af36493f4bd47eb,19999,INR,upi,captured,2026-08-26T20:46:05.788527,,0,,,,,
pay_fd52e2147f004c9a,cust_ea576ff1540448d8,499,INR,upi,captured,2026-07-18T12:13:49.788527,,0,,,,,
pay_031f19ad7d104e33,cust_31b3b9475ad64150,999,INR,wallet,captured,2026-08-01T19:22:40.788527,,0,,,,,
pay_2b1e535cdcfb41eb,cust_8562825a26ac4ed1,9999,INR,netbanking,captured,2026-07-27T21:53:46.788527,,0,,,,,
pay_c42983311c474ec2,cust_ea712f4dcfe94f6a,499,INR,netbanking,captured,2026-08-15T22:13:28.788527,,0,,,,,
pay_6f36b90743fd467f,cust_e482a185263e4b66,1499,INR,card,failed,2026-07-31T15:25:24.788527,2026-07-31T15:26:17.788527,2,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_7bc8d3a5ef4c42cc,cust_d29ae75ab38a4062,999,INR,wallet,captured,2026-08-25T10:15:39.788527,,0,,,,,
pay_4f188506eaf34a9a,cust_c5a7a49d0f944889,19999,INR,card,captured,2026-08-04T12:18:30.788527,,0,,,,,
pay_50180c4d944e4bab,cust_d276bb31e5994b2d,4999,INR,upi,captured,2026-07-30T16:08:14.788527,,0,,,,,
pay_c4e50b056c664ac0,cust_220d7011457a486b,999,INR,netbanking,captured,2026-09-01T05:58:58.788527,,0,,,,,
pay_b424876fbaf2426f,cust_23b5d1b750d64aeb,499,INR,upi,failed,2026-08-23T11:38:26.788527,2026-08-23T11:38:45.788527,2,BAD_REQUEST_ERROR,bank,false,account_closed,ESCALATE
pay_8fa86b7ec36d459c,cust_949fec18d86e47cf,499,INR,netbanking,captured,2026-07-24T15:26:10.788527,,0,,,,,
pay_5cd36ba8ebd443ed,cust_ed680780abce4c8b,999,INR,wallet,captured,2026-08-26T06:07:57.788527,,0,,,,,
pay_ab99b348e30b4f4b,cust_59faf58c22924d8a,999,INR,card,captured,2026-08-18T12:09:31.788527,,0,,,,,
pay_1ce6fa4b330b4b52,cust_bab775145d814dbb,2499,INR,netbanking,captured,2026-07-18T20:56:05.788527,,0,,,,,
pay_d1cdde3a806d4f52,cust_5c7d96fbf609402b,2499,INR,netbanking,captured,2026-08-12T06:51:40.788527,,0,,,,,
pay_46414a8582964a06,cust_387fbf70c22f42ab,499,INR,card,failed,2026-08-26T06:36:40.788527,2026-08-26T06:37:20.788527,1,BAD_REQUEST_ERROR,customer,true,invalid_payment_method,PAYMENT_UPDATE
pay_5e03283c3ab942eb,cust_68dd48ba801e4276,2499,INR,upi,captured,2026-07-29T13:43:57.788527,,0,,,,,
pay_e0ccbf9ba1954a07,cust_fb7a8984133545b5,999,INR,netbanking,failed,2026-08-02T08:25:33.788527,2026-08-02T08:26:00.788527,2,SERVER_ERROR,business,true,network_error,RETRY
pay_7b7bad4a334b42e1,cust_d2c42d5b7ed84845,9999,INR,card,captured,2026-08-23T07:32:38.788527,,0,,,,,
pay_e610b61d145a42d1,cust_8df3ca8d8b7f4a77,2499,INR,wallet,failed,2026-09-01T04:06:37.788527,2026-09-01T04:07:31.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_07938a6421f44e3b,cust_36de0ceebe7141ae,999,INR,card,captured,2026-08-27T17:04:41.788527,,0,,,,,
pay_87c2cd5e0f344f43,cust_e3452a1e8a8b45e6,9999,INR,netbanking,captured,2026-08-30T04:47:55.788527,,0,,,,,
pay_0404917b6b334360,cust_8c792f3cf57b42b9,19999,INR,card,failed,2026-08-11T18:51:52.788527,2026-08-11T18:52:11.788527,1,SERVER_ERROR,business,true,network_error,RETRY
pay_bad680293c2b4eab,cust_21822ad9691942ac,4999,INR,card,failed,2026-07-15T19:35:30.788527,2026-07-15T19:35:46.788527,1,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_798e406b05b940cb,cust_3436a29073f646a0,499,INR,card,captured,2026-08-29T17:00:09.788527,,0,,,,,
pay_e63d2f3dbeef4102,cust_783cfaccb48b428f,2499,INR,wallet,captured,2026-08-13T02:45:52.788527,,0,,,,,
pay_11578021db73444f,cust_0425780fa78643aa,9999,INR,card,failed,2026-08-13T05:39:23.788527,2026-08-13T05:40:05.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_84e0ebbb6167423c,cust_02976cbb3fc24540,499,INR,wallet,captured,2026-08-18T15:40:48.788527,,0,,,,,
pay_1b708495c9244f83,cust_4a98abc09c464fbc,1499,INR,card,captured,2026-08-30T16:47:55.788527,,0,,,,,
pay_78629aee285540c9,cust_ca45983cfc524d10,499,INR,upi,captured,2026-08-31T04:10:51.788527,,0,,,,,
pay_444afc56110447d7,cust_621b40fa868d4c92,1499,INR,wallet,captured,2026-08-08T12:47:06.788527,,0,,,,,
pay_63db7b638a3a425d,cust_621b40fa868d4c92,2499,INR,wallet,failed,2026-07-26T21:49:08.788527,2026-07-26T21:50:05.788527,0,SERVER_ERROR,business,true,network_error,RETRY
pay_b83119f161124a99,cust_e8aee4faf3904724,2499,INR,wallet,captured,2026-08-04T09:01:14.788527,,0,,,,,
pay_f44521be673c428b,cust_e49624db3c2b49ca,1499,INR,upi,captured,2026-08-05T18:42:19.788527,,0,,,,,
pay_1b9024aa4eb84666,cust_996d47dc3a1a4c1a,499,INR,card,captured,2026-08-25T00:06:42.788527,,0,,,,,
pay_ea2e50dbe6a84125,cust_c5a7a49d0f944889,9999,INR,card,captured,2026-08-25T02:05:31.788527,,0,,,,,
pay_94aa928d6c80484f,cust_4fe4f79fd2d0458c,499,INR,wallet,captured,2026-08-28T06:42:27.788527,,0,,,,,
pay_1497bacdc9b5483a,cust_180b1bd629c54988,9999,INR,netbanking,captured,2026-08-30T12:09:29.788527,,0,,,,,
pay_ae6bb153765141d7,cust_6f29981eaa6c4c8b,19999,INR,netbanking,failed,2026-08-17T18:42:24.788527,2026-08-17T18:42:47.788527,0,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_f87b9a403b89467f,cust_220d7011457a486b,1499,INR,netbanking,captured,2026-08-28T14:59:01.788527,,0,,,,,
pay_18ba258c1a6d4a2d,cust_128887ede58a42fd,4999,INR,wallet,failed,2026-08-24T19:27:29.788527,2026-08-24T19:28:13.788527,2,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_532f0856d3874452,cust_9869eceec96f4583,499,INR,card,captured,2026-08-17T02:56:25.788527,,0,,,,,
pay_d302202a6faa4ffa,cust_87be90a2f9f24991,499,INR,card,captured,2026-08-16T13:32:24.788527,,0,,,,,
pay_075959a0e41044fa,cust_f422dc20ecea46f0,2499,INR,card,failed,2026-08-24T04:21:47.788527,2026-08-24T04:22:22.788527,1,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_1d573aad11fe43eb,cust_796de13166be4243,2499,INR,upi,captured,2026-09-01T11:41:47.788527,,0,,,,,
pay_aaa277cd19254fa2,cust_2d27e3977a0a4974,499,INR,card,failed,2026-08-30T14:54:22.788527,2026-08-30T14:55:09.788527,0,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_15401edc50434540,cust_2673cf5c72eb4eea,1499,INR,wallet,failed,2026-08-24T17:39:45.788527,2026-08-24T17:40:44.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_a928aaa4194c42c0,cust_751ead4ee8e6424d,999,INR,netbanking,captured,2026-07-27T23:23:50.788527,,0,,,,,
pay_444a854b433a42ce,cust_c2f38919bf264097,999,INR,card,failed,2026-07-20T16:38:08.788527,2026-07-20T16:38:34.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_07e92906a1774620,cust_996d47dc3a1a4c1a,499,INR,card,failed,2026-09-01T07:41:29.788527,2026-09-01T07:42:28.788527,1,SERVER_ERROR,business,true,network_error,RETRY
pay_af36f5969c8244bb,cust_8ab27c13c1794b4a,2499,INR,card,captured,2026-08-30T16:26:40.788527,,0,,,,,
pay_398cb82f003e4fd6,cust_0decee9389ad40e6,4999,INR,wallet,captured,2026-08-22T06:07:24.788527,,0,,,,,
pay_3be1403fb6c5441f,cust_5c7d96fbf609402b,1499,INR,netbanking,captured,2026-08-11T00:03:19.788527,,0,,,,,
pay_12865bf9802f4289,cust_af5996552ee245bc,499,INR,wallet,captured,2026-08-16T17:24:08.788527,,0,,,,,
pay_7dce3a2386534be4,cust_3e86430a38564acc,2499,INR,netbanking,captured,2026-08-03T20:37:06.788527,,0,,,,,
pay_9c1239f8e4984238,cust_af5996552ee245bc,999,INR,wallet,captured,2026-08-29T16:30:30.788527,,0,,,,,
pay_226ebd7c6e224e7f,cust_0decee9389ad40e6,9999,INR,wallet,failed,2026-08-13T01:59:13.788527,2026-08-13T01:59:44.788527,0,BAD_REQUEST_ERROR,bank,false,account_closed,ESCALATE
pay_cd948c8653494e48,cust_d858520b91764b98,4999,INR,card,failed,2026-08-20T05:35:54.788527,2026-08-20T05:36:49.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_a6bd29c1a33440d0,cust_2e9148932561447e,1499,INR,card,captured,2026-08-22T22:04:38.788527,,0,,,,,
pay_663bf85dc6fd4476,cust_ea712f4dcfe94f6a,499,INR,netbanking,captured,2026-08-18T18:31:47.788527,,0,,,,,
pay_7dcfc3c89dcd46cd,cust_783cfaccb48b428f,2499,INR,wallet,failed,2026-08-11T18:27:43.788527,2026-08-11T18:28:39.788527,2,BAD_REQUEST_ERROR,customer,true,invalid_payment_method,PAYMENT_UPDATE
pay_325e680bcd594dfe,cust_0decee9389ad40e6,4999,INR,wallet,captured,2026-08-19T16:08:25.788527,,0,,,,,
pay_ceb0ddc45a854ad8,cust_2673cf5c72eb4eea,2499,INR,wallet,failed,2026-08-20T09:05:45.788527,2026-08-20T09:06:40.788527,1,BAD_REQUEST_ERROR,customer,false,customer_dispute,ESCALATE
pay_69956044a025409b,cust_9869eceec96f4583,1499,INR,card,captured,2026-08-19T07:23:51.788527,,0,,,,,
pay_e5e30e469fcc4c28,cust_3e86430a38564acc,2499,INR,netbanking,captured,2026-09-01T00:33:12.788527,,0,,,,,
pay_216c02ae35964432,cust_2673cf5c72eb4eea,999,INR,wallet,captured,2026-07-28T06:45:30.788527,,0,,,,,
pay_c323adffee374faf,cust_44f813952f2d440d,999,INR,wallet,failed,2026-08-17T06:02:24.788527,2026-08-17T06:03:24.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_4333676ab08b44c4,cust_4d5b67526ea94113,4999,INR,wallet,captured,2026-08-16T00:34:40.788527,,0,,,,,
pay_b8468b19aa1a4c21,cust_ca5aab22db5343d9,999,INR,card,failed,2026-08-10T18:51:44.788527,2026-08-10T18:52:38.788527,0,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_0b9dc48d5d1f4bd9,cust_1fd68ddf9da241bb,499,INR,card,captured,2026-08-20T12:31:47.788527,,0,,,,,
pay_3ac8a89e3fd74fcb,cust_2e9148932561447e,2499,INR,card,failed,2026-08-25T23:35:01.788527,2026-08-25T23:35:26.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_430a97c628674659,cust_19c91de04f09402a,2499,INR,upi,captured,2026-08-14T20:12:02.788527,,0,,,,,
pay_47529f1fe8e34380,cust_f75d32bf52ec4cf5,2499,INR,wallet,captured,2026-08-23T09:35:39.788527,,0,,,,,
pay_fc8171ecca944739,cust_ea576ff1540448d8,1499,INR,upi,failed,2026-08-27T16:31:06.788527,2026-08-27T16:31:46.788527,2,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_eaf83867f85d4964,cust_0e03bed9d89645d0,1499,INR,netbanking,failed,2026-07-27T01:40:07.788527,2026-07-27T01:40:27.788527,2,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_22c2a1629f804a52,cust_2d27e3977a0a4974,999,INR,card,captured,2026-08-12T08:23:07.788527,,0,,,,,
pay_d8ba1817775c4fd4,cust_bada2daed92440e9,2499,INR,netbanking,captured,2026-07-22T21:40:55.788527,,0,,,,,
pay_9d4951a86b3346fe,cust_fb7a8984133545b5,999,INR,netbanking,failed,2026-08-04T21:56:36.788527,2026-08-04T21:56:52.788527,2,BAD_REQUEST_ERROR,customer,true,invalid_payment_method,PAYMENT_UPDATE
pay_f2175565ce9748ea,cust_d276bb31e5994b2d,4999,INR,upi,failed,2026-08-26T06:23:03.788527,2026-08-26T06:23:31.788527,1,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_5ed070c5beda4f78,cust_6537b2a991364bd3,2499,INR,wallet,captured,2026-08-02T01:18:27.788527,,0,,,,,
pay_8d82750fc6f64aca,cust_87be90a2f9f24991,999,INR,card,captured,2026-08-06T16:03:37.788527,,0,,,,,
pay_f984d42262fb4fce,cust_ecf7873a02614df3,499,INR,card,captured,2026-08-27T08:49:05.788527,,0,,,,,
pay_994d402f22bb4fac,cust_0dff22823a3f4259,999,INR,card,captured,2026-07-20T23:59:49.788527,,0,,,,,
pay_cee9033901f24688,cust_2416493153d543d9,19999,INR,netbanking,captured,2026-08-21T16:28:20.788527,,0,,,,,
pay_e99983e1c91845cb,cust_3fc0d32b4b1547f3,9999,INR,upi,captured,2026-07-23T07:19:15.788527,,0,,,,,
pay_511b7055ae864cb6,cust_33f6d655132e42eb,4999,INR,netbanking,captured,2026-08-23T17:41:59.788527,,0,,,,,
pay_5d4e9134165444cc,cust_41d0947faf7543d9,19999,INR,netbanking,captured,2026-08-03T04:16:04.788527,,0,,,,,
pay_7fb00a49bd7f4953,cust_e36f4ff2aaeb4ed2,2499,INR,upi,failed,2026-08-07T07:10:06.788527,2026-08-07T07:10:40.788527,1,BAD_REQUEST_ERROR,bank,false,account_closed,ESCALATE
pay_866dca4752c941e9,cust_128887ede58a42fd,9999,INR,wallet,captured,2026-07-15T13:48:22.788527,,0,,,,,
pay_9d367fdc177446b5,cust_9e01e9cf05b74b45,499,INR,upi,captured,2026-08-30T21:48:43.788527,,0,,,,,
pay_7526f891539a4d25,cust_17d5cf7732f74583,19999,INR,card,captured,2026-08-18T01:00:17.788527,,0,,,,,
pay_84b53e24809d470f,cust_6537b2a991364bd3,999,INR,wallet,captured,2026-08-18T13:07:54.788527,,0,,,,,
pay_64726596190c40fc,cust_9439d2d3c2d04c83,999,INR,netbanking,failed,2026-08-08T23:36:43.788527,2026-08-08T23:37:05.788527,1,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_b4caa193053640c1,cust_2673cf5c72eb4eea,2499,INR,wallet,captured,2026-08-13T13:12:08.788527,,0,,,,,
pay_8b14f0240f244580,cust_949fec18d86e47cf,999,INR,netbanking,failed,2026-07-11T06:09:40.788527,2026-07-11T06:10:39.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_a3c2dfad6f5c499d,cust_783cfaccb48b428f,499,INR,wallet,captured,2026-08-20T10:40:30.788527,,0,,,,,
pay_edca0dca7c5f4685,cust_bab775145d814dbb,2499,INR,netbanking,captured,2026-08-24T09:29:40.788527,,0,,,,,
pay_555565bf3e9344c0,cust_f2eca39219844f23,1499,INR,card,captured,2026-08-28T15:48:06.788527,,0,,,,,
pay_61039639dc394cf2,cust_d06f46d540b54ac3,9999,INR,upi,failed,2026-09-01T02:06:09.788527,2026-09-01T02:06:57.788527,0,BAD_REQUEST_ERROR,bank,false,account_closed,ESCALATE
pay_83862f2a8e1e4bd8,cust_441b3f6e01e34c1a,1499,INR,card,failed,2026-08-15T18:56:35.788527,2026-08-15T18:57:05.788527,1,SERVER_ERROR,business,true,network_error,RETRY
pay_82c0c3ca38184c91,cust_1a840cb83d274b59,2499,INR,netbanking,failed,2026-08-31T18:54:34.788527,2026-08-31T18:55:12.788527,0,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_ae67ddaf20084617,cust_97afc4425b8845d4,1499,INR,upi,captured,2026-08-27T21:43:45.788527,,0,,,,,
pay_cf612e6e367d4e01,cust_0ce77c4e65be4bae,9999,INR,wallet,captured,2026-08-20T13:14:53.788527,,0,,,,,
pay_5414b68351f7495d,cust_9d2630da49044414,2499,INR,upi,failed,2026-08-28T01:43:27.788527,2026-08-28T01:43:41.788527,2,BAD_REQUEST_ERROR,bank,true,insufficient_funds,RETRY
pay_4d8d94e1d4674ba3,cust_7b5f31478d904437,2499,INR,netbanking,captured,2026-08-24T12:23:22.788527,,0,,,,,
pay_b2849c62a31843a1,cust_996d47dc3a1a4c1a,2499,INR,card,captured,2026-08-31T08:03:14.788527,,0,,,,,
pay_7162304e43bd4a95,cust_220d7011457a486b,999,INR,netbanking,captured,2026-08-26T10:57:10.788527,,0,,,,,
pay_6ee86929bf5849b1,cust_36de0ceebe7141ae,999,INR,card,captured,2026-07-29T15:10:24.788527,,0,,,,,
pay_7dda69f9778e47c5,cust_887b0a10a8fa47c6,2499,INR,card,captured,2026-09-01T19:29:21.788527,,0,,,,,
pay_25cf746e51a047e4,cust_23b5d1b750d64aeb,2499,INR,upi,failed,2026-08-26T05:18:50.788527,2026-08-26T05:19:39.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_37c2e21bcd8641af,cust_2de6ccca9a154c19,2499,INR,upi,failed,2026-07-19T08:21:52.788527,2026-07-19T08:22:47.788527,0,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_aa3de0ea4541445a,cust_6867fb43c0e649fc,499,INR,upi,captured,2026-08-30T00:44:10.788527,,0,,,,,
pay_dc662cd337d349a5,cust_ea0115a30b1748f1,1499,INR,upi,captured,2026-08-14T02:51:03.788527,,0,,,,,
pay_be42b77e99ca4661,cust_ea576ff1540448d8,2499,INR,upi,failed,2026-07-27T19:12:54.788527,2026-07-27T19:13:39.788527,1,GATEWAY_ERROR,gateway,true,gateway_failure,RETRY
pay_e3de3f80be6747fb,cust_00180c8cc6e741c5,499,INR,wallet,failed,2026-08-09T10:19:52.788527,2026-08-09T10:20:27.788527,2,BAD_REQUEST_ERROR,bank,false,account_closed,ESCALATE
pay_fb59674e83c348f6,cust_952f30d066ab43cf,2499,INR,wallet,captured,2026-08-30T02:50:50.788527,,0,,,,,
pay_7be450b062304921,cust_6867fb43c0e649fc,2499,INR,upi,captured,2026-08-26T17:08:36.788527,,0,,,,,
pay_96a2933c845a4648,cust_2d0bc3dc82554e21,999,INR,netbanking,captured,2026-08-31T01:52:38.788527,,0,,,,,
pay_0482a7038ef94ff5,cust_f75d32bf52ec4cf5,499,INR,wallet,captured,2026-09-01T16:51:18.788527,,0,,,,,
pay_959dc45abbd4469e,cust_387fbf70c22f42ab,999,INR,card,captured,2026-07-28T18:58:24.788527,,0,,,,,
pay_c407d96f61214f34,cust_4a3f1bbdb33544c6,499,INR,netbanking,failed,2026-08-11T21:22:19.788527,2026-08-11T21:23:09.788527,1,BAD_REQUEST_ERROR,bank,false,suspected_fraud,ESCALATE
pay_293a928acfd2494a,cust_2d0bc3dc82554e21,499,INR,netbanking,captured,2026-08-19T00:22:42.788527,,0,,,,,
pay_9df152d7a5d14184,cust_3d23e97218914b18,999,INR,netbanking,captured,2026-08-26T23:10:11.788527,,0,,,,,
pay_9ad113d17b1e4b87,cust_79c2a6caef3444a2,499,INR,upi,failed,2026-08-31T13:45:30.788527,2026-08-31T13:46:21.788527,1,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
pay_f50c0979de9849e9,cust_36de0ceebe7141ae,2499,INR,card,captured,2026-07-26T08:05:09.788527,,0,,,,,
pay_57ad37dd118b4b73,cust_cc243c590f6e44bc,1499,INR,card,captured,2026-08-30T03:20:55.788527,,0,,,,,
pay_180cc9952da24773,cust_826f3e6850d743de,1499,INR,upi,captured,2026-08-18T22:09:15.788527,,0,,,,,
pay_32961a1a053748bd,cust_8426b2a6834e4e3b,2499,INR,wallet,captured,2026-08-23T13:03:32.788527,,0,,,,,
pay_3a581667f5f247d2,cust_9d2630da49044414,1499,INR,upi,captured,2026-08-13T18:02:08.788527,,0,,,,,
pay_e95859ebc4da4784,cust_3436a29073f646a0,499,INR,card,captured,2026-08-20T16:29:39.788527,,0,,,,,
pay_5269a428a4454125,cust_4c6ee929a92f4cff,999,INR,card,failed,2026-08-17T09:33:53.788527,2026-08-17T09:34:06.788527,1,BAD_REQUEST_ERROR,bank,true,card_declined,RETRY
pay_12b1c23fccb7451e,cust_8562825a26ac4ed1,4999,INR,netbanking,captured,2026-08-06T00:20:36.788527,,0,,,,,
pay_29487a21bae84f58,cust_220d7011457a486b,2499,INR,netbanking,captured,2026-08-27T10:58:12.788527,,0,,,,,
pay_beb623751f434365,cust_0f09569fbcea48de,499,INR,netbanking,failed,2026-08-21T11:26:33.788527,2026-08-21T11:27:08.788527,0,GATEWAY_ERROR,gateway,true,gateway_failure,RETRY
pay_6820acedf39940f7,cust_97afc4425b8845d4,499,INR,upi,failed,2026-08-09T03:40:40.788527,2026-08-09T03:41:28.788527,2,GATEWAY_ERROR,bank,true,bank_timeout,RETRY
pay_2894b4c578d64d8e,cust_d8b4a5646e3e44f3,1499,INR,wallet,captured,2026-08-17T14:23:10.788527,,0,,,,,
pay_46be5b8a99c94d4c,cust_2de6ccca9a154c19,1499,INR,upi,captured,2026-08-06T20:04:38.788527,,0,,,,,
pay_b3a6e555715b4c1a,cust_dfa0ee62fdc14137,999,INR,wallet,captured,2026-08-04T00:45:11.788527,,0,,,,,
pay_b171a50e5b1349c9,cust_36a8af9bcfc0495b,2499,INR,upi,captured,2026-08-27T10:03:41.788527,,0,,,,,
pay_a931140691174a7e,cust_d58a9c3e580e4c22,999,INR,upi,captured,2026-07-21T05:25:13.788527,,0,,,,,
pay_f171c3ba302547d5,cust_e3452a1e8a8b45e6,9999,INR,netbanking,captured,2026-08-17T02:42:24.788527,,0,,,,,
pay_2d403e6111724cf0,cust_8da17a1e673b4190,499,INR,card,failed,2026-08-20T20:10:56.788527,2026-08-20T20:11:14.788527,1,BAD_REQUEST_ERROR,customer,true,expired_card,PAYMENT_UPDATE
